case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha4,800,800,1,1,3,340,271.0,275.5,3.690036900369004,89.9999999999999,95.40000000000008,808402944,483002552,89.9999999999999,3,407601152
environment,800,800,1,1,3,319,261.0,306.0,3.8314176245210727,52.0,53.79999999999982,707051520,463621408,53.9999999999998,3,393723904
grid1m,800,800,1,1,3,586,507.0,508.8,1.9723865877712032,312.0,314.7,1792131072,635502936,315.0,3,1150418944
occluded,800,800,1,1,3,359,290.0,293.6,3.4482758620689653,102.0,102.0,784252928,498428128,110.0,3,468615168
overdraw,800,800,1,1,3,645,561.0,576.3,1.7825311942959001,379.0,398.8,722714624,498428128,391.0,3,453148672
shadow,800,800,1,1,3,294,238.0,265.0,4.201680672268908,45.9999999999998,46.00000000000025,780025856,486806936,45.9999999999998,3,378732544
small,800,800,1,1,3,280,196.0,200.5,5.1020408163265305,8.00000000000001,8.00000000000001,809205760,485353360,8.00000000000001,3,365395968
