"label","seconds","interval_ms"
"Validating Mesh",2.026,NA
"Pre-processing scene",2.027,1.00000000000033
"Pre-processed  scene",2.027,0
"Removed duplicate materials",2.027,0
"Processed scene bounds",2.027,0
"Processed texture filenames",2.027,0
"Processed materials",2.027,0
"Loaded environment maps",2.027,0
"Initialized buffers",2.03,2.99999999999967
"Initialized shadowmaps",2.03,0
"Initialized alpha buffers",2.03,0
"Initialized shaders",2.03,0
"Initialized 3D models",2.03,0
"Calculated depth buffer(s)",2.031,1.00000000000033
"Executed pixel shaders",2.072,40.9999999999999
"Calculated linear depth",2.072,0
"Rasterized image",2.073,0.99999999999989
"Display/save image",2.242,169
