"label","seconds","interval_ms"
"Validating Mesh",2.392,NA
"Pre-processing scene",2.392,0
"Pre-processed  scene",2.392,0
"Removed duplicate materials",2.392,0
"Processed scene bounds",2.392,0
"Processed texture filenames",2.393,0.99999999999989
"Processed materials",2.393,0
"Loaded environment maps",2.393,0
"Initialized buffers",2.395,2.00000000000022
"Initialized shadowmaps",2.395,0
"Initialized alpha buffers",2.395,0
"Initialized shaders",2.395,0
"Initialized 3D models",2.396,0.99999999999989
"Calculated depth buffer(s)",2.396,0
"Executed pixel shaders",2.449,52.9999999999999
"Calculated linear depth",2.483,34.0000000000003
"Rasterized image",2.485,1.99999999999978
"Display/save image",2.617,132
