"label","seconds","interval_ms"
"Validating Mesh",2.129,NA
"Pre-processing scene",2.129,0
"Pre-processed  scene",2.129,0
"Removed duplicate materials",2.129,0
"Processed scene bounds",2.13,0.99999999999989
"Processed texture filenames",2.13,0
"Processed materials",2.13,0
"Loaded environment maps",2.131,0.99999999999989
"Initialized buffers",2.133,2.00000000000022
"Initialized shadowmaps",2.133,0
"Initialized alpha buffers",2.133,0
"Initialized shaders",2.133,0
"Initialized 3D models",2.133,0
"Calculated depth buffer(s)",2.134,0.99999999999989
"Executed pixel shaders",2.164,30.0000000000002
"Blurred environment map",2.181,16.9999999999999
"Calculated linear depth",2.181,0
"Rasterized image",2.182,0.99999999999989
"Display/save image",2.337,155
