"label","seconds","interval_ms"
"Validating Mesh",1.811,NA
"Pre-processing scene",1.811,0
"Pre-processed  scene",1.811,0
"Removed duplicate materials",1.811,0
"Processed scene bounds",1.811,0
"Processed texture filenames",1.811,0
"Processed materials",1.811,0
"Loaded environment maps",1.811,0
"Initialized buffers",1.814,3.00000000000011
"Initialized shadowmaps",1.814,0
"Initialized alpha buffers",1.814,0
"Initialized shaders",1.814,0
"Initialized 3D models",1.814,0
"Calculated depth buffer(s)",1.814,0
"Executed pixel shaders",1.819,4.99999999999989
"Calculated linear depth",1.819,0
"Rasterized image",1.82,1.00000000000011
"Display/save image",1.99,170
