"label","seconds","interval_ms"
"Validating Mesh",2.05,NA
"Pre-processing scene",2.05,0
"Pre-processed  scene",2.05,0
"Removed duplicate materials",2.05,0
"Processed scene bounds",2.05,0
"Processed texture filenames",2.05,0
"Processed materials",2.051,1.00000000000033
"Loaded environment maps",2.051,0
"Initialized buffers",2.054,2.99999999999967
"Initialized shadowmaps",2.054,0
"Initialized alpha buffers",2.054,0
"Initialized shaders",2.054,0
"Initialized 3D models",2.054,0
"Calculated depth buffer(s)",2.055,1.00000000000033
"Executed pixel shaders",2.097,41.9999999999998
"Calculated linear depth",2.098,0.99999999999989
"Rasterized image",2.098,0
"Display/save image",2.262,164
