"label","seconds","interval_ms"
"Validating Mesh",2.385,NA
"Pre-processing scene",2.388,3.00000000000011
"Pre-processed  scene",2.389,0.99999999999989
"Removed duplicate materials",2.389,0
"Processed scene bounds",2.389,0
"Processed texture filenames",2.39,1.00000000000033
"Processed materials",2.39,0
"Loaded environment maps",2.422,32
"Initialized buffers",2.423,0.99999999999989
"Initialized shadowmaps",2.423,0
"Initialized alpha buffers",2.423,0
"Initialized shaders",2.424,0.99999999999989
"Initialized 3D models",2.424,0
"Calculated depth buffer(s)",2.424,0
"Executed pixel shaders",2.452,28
"Blurred environment map",2.469,16.9999999999999
"Calculated linear depth",2.469,0
"Rasterized image",2.473,4
"Display/save image",2.606,133
