"label","seconds","interval_ms"
"Validating Mesh",5.051,NA
"Pre-processing scene",5.051,0
"Pre-processed  scene",5.051,0
"Removed duplicate materials",5.051,0
"Processed scene bounds",5.055,3.99999999999956
"Processed texture filenames",5.058,3.00000000000011
"Processed materials",5.073,15.0000000000006
"Loaded environment maps",5.073,0
"Initialized buffers",5.076,2.99999999999923
"Initialized shadowmaps",5.076,0
"Initialized alpha buffers",5.076,0
"Initialized shaders",5.1,24
"Initialized 3D models",5.105,5.00000000000078
"Calculated depth buffer(s)",5.105,0
"Executed pixel shaders",5.365,260
"Calculated linear depth",5.365,0
"Rasterized image",5.373,8.00000000000001
"Display/save image",5.493,120
