"label","seconds","interval_ms"
"Validating Mesh",4.015,NA
"Pre-processing scene",4.015,0
"Pre-processed  scene",4.015,0
"Removed duplicate materials",4.015,0
"Processed scene bounds",4.015,0
"Processed texture filenames",4.016,1.00000000000033
"Processed materials",4.016,0
"Loaded environment maps",4.016,0
"Initialized buffers",4.018,1.99999999999978
"Initialized shadowmaps",4.018,0
"Initialized alpha buffers",4.018,0
"Initialized shaders",4.018,0
"Initialized 3D models",4.018,0
"Calculated depth buffer(s)",4.018,0
"Executed pixel shaders",4.207,189
"Calculated linear depth",4.343,136
"Rasterized image",4.344,1.00000000000033
"Display/save image",4.481,137
