"label","seconds","interval_ms"
"Validating Mesh",1.772,NA
"Pre-processing scene",1.772,0
"Pre-processed  scene",1.772,0
"Removed duplicate materials",1.772,0
"Processed scene bounds",1.773,0.99999999999989
"Processed texture filenames",1.773,0
"Processed materials",1.773,0
"Loaded environment maps",1.773,0
"Initialized buffers",1.775,2
"Initialized shadowmaps",1.775,0
"Initialized alpha buffers",1.775,0
"Initialized shaders",1.775,0
"Initialized 3D models",1.775,0
"Calculated depth buffer(s)",1.775,0
"Executed pixel shaders",1.779,4
"Calculated linear depth",1.78,1.00000000000011
"Rasterized image",1.78,0
"Display/save image",1.945,165
