"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha16",800,800,1,1,"process_cold",0,572
"alpha16",800,800,1,1,"warm",1,514
"alpha16",800,800,1,1,"warm",2,507
"alpha16",800,800,1,1,"warm",3,495
