"label","seconds","interval_ms"
"Validating Mesh",5.25,NA
"Pre-processing scene",5.26,9.99999999999979
"Pre-processed  scene",5.26,0
"Removed duplicate materials",5.267,7.00000000000056
"Processed scene bounds",5.271,3.99999999999956
"Processed texture filenames",5.273,1.99999999999978
"Processed materials",5.287,14.0000000000002
"Loaded environment maps",5.288,1.00000000000033
"Initialized buffers",5.29,1.99999999999978
"Initialized shadowmaps",5.29,0
"Initialized alpha buffers",5.29,0
"Initialized shaders",5.313,22.9999999999997
"Initialized 3D models",5.317,4.00000000000045
"Calculated depth buffer(s)",5.317,0
"Executed pixel shaders",5.579,262
"Calculated linear depth",5.58,1.00000000000033
"Rasterized image",5.588,8.00000000000001
"Display/save image",5.712,124
