"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"toon",800,800,1,1,"process_cold",0,488
"toon",800,800,1,1,"warm",1,361
"toon",800,800,1,1,"warm",2,334
"toon",800,800,1,1,"warm",3,358
"toon",800,800,1,1,"warm",4,332
"toon",800,800,1,1,"warm",5,353
