"label","seconds","interval_ms"
"Validating Mesh",1.721,NA
"Pre-processing scene",1.721,0
"Pre-processed  scene",1.721,0
"Removed duplicate materials",1.721,0
"Processed scene bounds",1.721,0
"Processed texture filenames",1.722,0.99999999999989
"Processed materials",1.722,0
"Loaded environment maps",1.722,0
"Initialized buffers",1.724,2
"Initialized shadowmaps",1.724,0
"Initialized alpha buffers",1.724,0
"Initialized shaders",1.724,0
"Initialized 3D models",1.724,0
"Calculated depth buffer(s)",1.724,0
"Executed pixel shaders",1.728,4
"Calculated linear depth",1.728,0
"Rasterized image",1.73,2
"Display/save image",1.889,159
