"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha64",800,800,1,1,"process_cold",0,1392
"alpha64",800,800,1,1,"warm",1,1332
"alpha64",800,800,1,1,"warm",2,1313
"alpha64",800,800,1,1,"warm",3,1338
