"label","seconds","interval_ms"
"Validating Mesh",2.61,NA
"Pre-processing scene",2.61,0
"Pre-processed  scene",2.61,0
"Removed duplicate materials",2.61,0
"Processed scene bounds",2.61,0
"Processed texture filenames",2.61,0
"Processed materials",2.611,1.00000000000033
"Loaded environment maps",2.611,0
"Initialized buffers",2.615,4
"Initialized shadowmaps",2.615,0
"Initialized alpha buffers",2.615,0
"Initialized shaders",2.615,0
"Initialized 3D models",2.615,0
"Calculated depth buffer(s)",2.615,0
"Executed pixel shaders",2.627,11.9999999999996
"Calculated linear depth",2.639,12
"Applied toon outline JFA pass",2.754,115
"Rasterized image",2.754,0
"Display/save image",2.906,152
