"label","seconds","interval_ms"
"Validating Mesh",2.166,NA
"Pre-processing scene",2.166,0
"Pre-processed  scene",2.166,0
"Removed duplicate materials",2.166,0
"Processed scene bounds",2.166,0
"Processed texture filenames",2.166,0
"Processed materials",2.167,0.99999999999989
"Loaded environment maps",2.169,2.00000000000022
"Initialized buffers",2.175,5.99999999999978
"Initialized shadowmaps",2.175,0
"Initialized alpha buffers",2.175,0
"Initialized shaders",2.175,0
"Initialized 3D models",2.175,0
"Calculated depth buffer(s)",2.175,0
"Executed pixel shaders",2.209,34.0000000000003
"Blurred environment map",2.226,16.9999999999999
"Calculated linear depth",2.238,12
"Rasterized image",2.239,0.99999999999989
"Display/save image",2.399,160
