"label","seconds","interval_ms"
"Validating Mesh",2.025,NA
"Pre-processing scene",2.025,0
"Pre-processed  scene",2.025,0
"Removed duplicate materials",2.025,0
"Processed scene bounds",2.026,0.99999999999989
"Processed texture filenames",2.026,0
"Processed materials",2.026,0
"Loaded environment maps",2.026,0
"Initialized buffers",2.032,6.00000000000023
"Initialized shadowmaps",2.032,0
"Initialized alpha buffers",2.032,0
"Initialized shaders",2.032,0
"Initialized 3D models",2.032,0
"Calculated depth buffer(s)",2.033,0.99999999999989
"Executed pixel shaders",2.081,48
"Calculated linear depth",2.092,11.0000000000001
"Rasterized image",2.093,0.99999999999989
"Display/save image",2.256,163
