"label","seconds","interval_ms"
"Validating Mesh",1.821,NA
"Pre-processing scene",1.821,0
"Pre-processed  scene",1.821,0
"Removed duplicate materials",1.821,0
"Processed scene bounds",1.821,0
"Processed texture filenames",1.821,0
"Processed materials",1.822,1.00000000000011
"Loaded environment maps",1.822,0
"Initialized buffers",1.828,6
"Initialized shadowmaps",1.828,0
"Initialized alpha buffers",1.828,0
"Initialized shaders",1.828,0
"Initialized 3D models",1.828,0
"Calculated depth buffer(s)",1.828,0
"Executed pixel shaders",1.837,8.9999999999999
"Calculated linear depth",1.849,12
"Rasterized image",1.849,0
"Display/save image",1.992,143
