"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"environment_shared",800,800,1,1,"process_cold",0,399
"environment_shared",800,800,1,1,"warm",1,254
"environment_shared",800,800,1,1,"warm",2,276
"environment_shared",800,800,1,1,"warm",3,281
