"label","seconds","interval_ms"
"Validating Mesh",0.938,NA
"Pre-processing scene",0.938,0
"Pre-processed  scene",0.938,0
"Removed duplicate materials",0.938,0
"Processed scene bounds",0.938,0
"Processed texture filenames",0.938,0
"Processed materials",0.939,1
"Loaded environment maps",0.939,0
"Initialized buffers",0.942,3
"Initialized shadowmaps",0.942,0
"Initialized alpha buffers",0.942,0
"Initialized shaders",0.942,0
"Initialized 3D models",0.942,0
"Calculated depth buffer(s)",0.942,0
"Executed pixel shaders",0.946,4
"Calculated linear depth",0.946,0
"Rasterized image",0.947,1
"Assembled output",0.953,6
"Clamped output",0.955,2
"Display/save image",0.955,0
