"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha16",800,800,1,1,"process_cold",0,411
"alpha16",800,800,1,1,"warm",1,337
"alpha16",800,800,1,1,"warm",2,339
"alpha16",800,800,1,1,"warm",3,339
