case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
grid1m,800,800,1,1,3,263,234.0,234.9,4.273504273504273,171.0,172.8,1190821888,284657152,178.0,3,747274240
normal_indexed,800,800,1,1,3,315,258.0,258.9,3.875968992248062,195.0,200.4,1210580992,284691216,199.0,3,676462592
normal_shared,800,800,1,1,3,309,254.0,254.9,3.937007874015748,197.0,197.9,1174208512,272626768,202.0,3,734216192
shadow,800,800,1,1,3,107,35.0,36.8,28.571428571428573,18.9999999999999,18.99999999999999,425230336,135961152,20.0,3,206471168
small,800,800,1,1,3,96,22.0,22.9,45.45454545454545,7.00000000000001,7.00000000000001,454131712,134507736,8.00000000000001,3,214351872
ssao,800,800,1,1,3,236,156.0,156.0,6.410256410256411,108.0,108.0,719831040,194255712,107.0,3,275218432
tangent_overdraw,800,800,1,1,3,660,591.0,600.9,1.6920473773265652,592.0,904.3,455000064,132162472,599.0,3,211845120
