"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"normal_shared",800,800,1,1,"process_cold",0,335
"normal_shared",800,800,1,1,"warm",1,241
"normal_shared",800,800,1,1,"warm",2,252
"normal_shared",800,800,1,1,"warm",3,247
