"label","seconds","interval_ms"
"Validating Mesh",13.516,NA
"Pre-processing scene",13.517,0.999999999999446
"Pre-processed  scene",13.517,0
"Removed duplicate materials",13.517,0
"Processed scene bounds",13.517,0
"Processed texture filenames",13.517,0
"Processed materials",13.517,0
"Loaded environment maps",13.517,0
"Initialized buffers",13.524,6.99999999999967
"Initialized shadowmaps",13.524,0
"Initialized alpha buffers",13.524,0
"Initialized shaders",13.525,1.00000000000122
"Initialized 3D models",13.525,0
"Calculated depth buffer(s)",13.529,3.99999999999956
"Executed pixel shaders",13.933,404
"Calculated linear depth",14.327,394
"Rasterized image",14.713,385.999999999999
"Display/save image",14.897,184.000000000001
