"label","seconds","interval_ms"
"Validating Mesh",2.03,NA
"Pre-processing scene",2.03,0
"Pre-processed  scene",2.03,0
"Removed duplicate materials",2.03,0
"Processed scene bounds",2.03,0
"Processed texture filenames",2.031,1.00000000000033
"Processed materials",2.031,0
"Loaded environment maps",2.031,0
"Initialized buffers",2.038,6.99999999999967
"Initialized shadowmaps",2.038,0
"Initialized alpha buffers",2.038,0
"Initialized shaders",2.038,0
"Initialized 3D models",2.038,0
"Calculated depth buffer(s)",2.038,0
"Executed pixel shaders",2.076,38.0000000000003
"Calculated linear depth",2.089,12.9999999999999
"Rasterized image",2.09,0.99999999999989
"Display/save image",2.285,195
