"label","seconds","interval_ms"
"Validating Mesh",1.253,NA
"Pre-processing scene",1.253,0
"Pre-processed  scene",1.253,0
"Removed duplicate materials",1.253,0
"Processed scene bounds",1.253,0
"Processed texture filenames",1.253,0
"Processed materials",1.253,0
"Loaded environment maps",1.253,0
"Initialized buffers",1.256,3.00000000000011
"Initialized shadowmaps",1.256,0
"Initialized alpha buffers",1.256,0
"Initialized shaders",1.256,0
"Initialized 3D models",1.256,0
"Calculated depth buffer(s)",1.256,0
"Executed pixel shaders",1.312,56
"Calculated linear depth",1.312,0
"Rasterized image",1.313,0.99999999999989
"Assembled output",1.331,18
"Clamped output",1.335,4
"Display/save image",1.335,0
