"label","seconds","interval_ms"
"Validating Mesh",0.862,NA
"Pre-processing scene",0.862,0
"Pre-processed  scene",0.862,0
"Removed duplicate materials",0.862,0
"Processed scene bounds",0.863,1
"Processed texture filenames",0.863,0
"Processed materials",0.863,0
"Loaded environment maps",0.863,0
"Initialized buffers",0.865,2
"Initialized shadowmaps",0.865,0
"Initialized alpha buffers",0.865,0
"Initialized shaders",0.865,0
"Initialized 3D models",0.865,0
"Calculated depth buffer(s)",0.865,0
"Executed pixel shaders",0.869,4
"Calculated linear depth",0.869,0
"Rasterized image",0.87,1
"Assembled output",0.88,10
"Clamped output",0.884,4
"Display/save image",0.884,0
