"label","seconds","interval_ms"
"Validating Mesh",0.95,NA
"Pre-processing scene",0.95,0
"Pre-processed  scene",0.95,0
"Removed duplicate materials",0.951,1
"Processed scene bounds",0.951,0
"Processed texture filenames",0.951,0
"Processed materials",0.951,0
"Loaded environment maps",0.951,0
"Initialized buffers",0.953,2
"Initialized shadowmaps",0.953,0
"Initialized alpha buffers",0.953,0
"Initialized shaders",0.953,0
"Initialized 3D models",0.953,0
"Calculated depth buffer(s)",0.955,2
"Executed pixel shaders",0.969,14
"Calculated linear depth",0.969,0
"Rasterized image",0.969,0
"Assembled output",0.983,14
"Clamped output",0.986,3
"Display/save image",0.986,0
