"path","exact","attributes_exact","max_absolute","changed_finite","nonfinite_exact"
"/sliver/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/sliver/all/normalx",TRUE,TRUE,0,0,TRUE
"/sliver/all/normaly",TRUE,TRUE,0,0,TRUE
"/sliver/all/normalz",TRUE,TRUE,0,0,TRUE
"/sliver/all/positionx",TRUE,TRUE,0,0,TRUE
"/sliver/all/positiony",TRUE,TRUE,0,0,TRUE
"/sliver/all/positionz",TRUE,TRUE,0,0,TRUE
"/sliver/all/uvx",TRUE,TRUE,0,0,TRUE
"/sliver/all/uvy",TRUE,TRUE,0,0,TRUE
"/sliver/all/uvz",TRUE,TRUE,0,0,TRUE
"/sliver/raw_depth",TRUE,TRUE,0,0,TRUE
"/sliver/normals",TRUE,TRUE,0,0,TRUE
"/sliver/uv",TRUE,TRUE,0,0,TRUE
"/sliver/position",TRUE,TRUE,0,0,TRUE
"/sliver/depth",TRUE,TRUE,0,0,TRUE
"/alpha4/none",TRUE,TRUE,0,0,TRUE
"/alpha4/all/r",TRUE,TRUE,0,0,TRUE
"/alpha4/all/g",TRUE,TRUE,0,0,TRUE
"/alpha4/all/b",TRUE,TRUE,0,0,TRUE
"/alpha4/all/a",TRUE,TRUE,0,0,TRUE
"/alpha4/all/amb",TRUE,TRUE,0,0,TRUE
"/alpha4/all/depth",TRUE,TRUE,0,0,TRUE
"/alpha4/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/alpha4/all/normalx",TRUE,TRUE,0,0,TRUE
"/alpha4/all/normaly",TRUE,TRUE,0,0,TRUE
"/alpha4/all/normalz",TRUE,TRUE,0,0,TRUE
"/alpha4/all/positionx",TRUE,TRUE,0,0,TRUE
"/alpha4/all/positiony",TRUE,TRUE,0,0,TRUE
"/alpha4/all/positionz",TRUE,TRUE,0,0,TRUE
"/alpha4/all/uvx",TRUE,TRUE,0,0,TRUE
"/alpha4/all/uvy",TRUE,TRUE,0,0,TRUE
"/alpha4/all/uvz",TRUE,TRUE,0,0,TRUE
"/alpha4/raw_depth",TRUE,TRUE,0,0,TRUE
"/alpha4/normals",TRUE,TRUE,0,0,TRUE
"/alpha4/uv",TRUE,TRUE,0,0,TRUE
"/alpha4/position",TRUE,TRUE,0,0,TRUE
"/alpha4/depth",TRUE,TRUE,0,0,TRUE
"/alpha16/none",TRUE,TRUE,0,0,TRUE
"/alpha16/all/r",TRUE,TRUE,0,0,TRUE
"/alpha16/all/g",TRUE,TRUE,0,0,TRUE
"/alpha16/all/b",TRUE,TRUE,0,0,TRUE
"/alpha16/all/a",TRUE,TRUE,0,0,TRUE
"/alpha16/all/amb",TRUE,TRUE,0,0,TRUE
"/alpha16/all/depth",TRUE,TRUE,0,0,TRUE
"/alpha16/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/alpha16/all/normalx",TRUE,TRUE,0,0,TRUE
"/alpha16/all/normaly",TRUE,TRUE,0,0,TRUE
"/alpha16/all/normalz",TRUE,TRUE,0,0,TRUE
"/alpha16/all/positionx",TRUE,TRUE,0,0,TRUE
"/alpha16/all/positiony",TRUE,TRUE,0,0,TRUE
"/alpha16/all/positionz",TRUE,TRUE,0,0,TRUE
"/alpha16/all/uvx",TRUE,TRUE,0,0,TRUE
"/alpha16/all/uvy",TRUE,TRUE,0,0,TRUE
"/alpha16/all/uvz",TRUE,TRUE,0,0,TRUE
"/alpha16/raw_depth",TRUE,TRUE,0,0,TRUE
"/alpha16/normals",TRUE,TRUE,0,0,TRUE
"/alpha16/uv",TRUE,TRUE,0,0,TRUE
"/alpha16/position",TRUE,TRUE,0,0,TRUE
"/alpha16/depth",TRUE,TRUE,0,0,TRUE
"/alpha64/none",TRUE,TRUE,0,0,TRUE
"/alpha64/all/r",TRUE,TRUE,0,0,TRUE
"/alpha64/all/g",TRUE,TRUE,0,0,TRUE
"/alpha64/all/b",TRUE,TRUE,0,0,TRUE
"/alpha64/all/a",TRUE,TRUE,0,0,TRUE
"/alpha64/all/amb",TRUE,TRUE,0,0,TRUE
"/alpha64/all/depth",TRUE,TRUE,0,0,TRUE
"/alpha64/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/alpha64/all/normalx",TRUE,TRUE,0,0,TRUE
"/alpha64/all/normaly",TRUE,TRUE,0,0,TRUE
"/alpha64/all/normalz",TRUE,TRUE,0,0,TRUE
"/alpha64/all/positionx",TRUE,TRUE,0,0,TRUE
"/alpha64/all/positiony",TRUE,TRUE,0,0,TRUE
"/alpha64/all/positionz",TRUE,TRUE,0,0,TRUE
"/alpha64/all/uvx",TRUE,TRUE,0,0,TRUE
"/alpha64/all/uvy",TRUE,TRUE,0,0,TRUE
"/alpha64/all/uvz",TRUE,TRUE,0,0,TRUE
"/alpha64/raw_depth",TRUE,TRUE,0,0,TRUE
"/alpha64/normals",TRUE,TRUE,0,0,TRUE
"/alpha64/uv",TRUE,TRUE,0,0,TRUE
"/alpha64/position",TRUE,TRUE,0,0,TRUE
"/alpha64/depth",TRUE,TRUE,0,0,TRUE
"/alpha129/none",TRUE,TRUE,0,0,TRUE
"/alpha129/all/r",TRUE,TRUE,0,0,TRUE
"/alpha129/all/g",TRUE,TRUE,0,0,TRUE
"/alpha129/all/b",TRUE,TRUE,0,0,TRUE
"/alpha129/all/a",TRUE,TRUE,0,0,TRUE
"/alpha129/all/amb",TRUE,TRUE,0,0,TRUE
"/alpha129/all/depth",TRUE,TRUE,0,0,TRUE
"/alpha129/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/alpha129/all/normalx",TRUE,TRUE,0,0,TRUE
"/alpha129/all/normaly",TRUE,TRUE,0,0,TRUE
"/alpha129/all/normalz",TRUE,TRUE,0,0,TRUE
"/alpha129/all/positionx",TRUE,TRUE,0,0,TRUE
"/alpha129/all/positiony",TRUE,TRUE,0,0,TRUE
"/alpha129/all/positionz",TRUE,TRUE,0,0,TRUE
"/alpha129/all/uvx",TRUE,TRUE,0,0,TRUE
"/alpha129/all/uvy",TRUE,TRUE,0,0,TRUE
"/alpha129/all/uvz",TRUE,TRUE,0,0,TRUE
"/alpha129/raw_depth",TRUE,TRUE,0,0,TRUE
"/alpha129/normals",TRUE,TRUE,0,0,TRUE
"/alpha129/uv",TRUE,TRUE,0,0,TRUE
"/alpha129/position",TRUE,TRUE,0,0,TRUE
"/alpha129/depth",TRUE,TRUE,0,0,TRUE
"/lights/none",TRUE,TRUE,0,0,TRUE
"/lights/all/r",TRUE,TRUE,0,0,TRUE
"/lights/all/g",TRUE,TRUE,0,0,TRUE
"/lights/all/b",TRUE,TRUE,0,0,TRUE
"/lights/all/a",TRUE,TRUE,0,0,TRUE
"/lights/all/amb",TRUE,TRUE,0,0,TRUE
"/lights/all/depth",TRUE,TRUE,0,0,TRUE
"/lights/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/lights/all/normalx",TRUE,TRUE,0,0,TRUE
"/lights/all/normaly",TRUE,TRUE,0,0,TRUE
"/lights/all/normalz",TRUE,TRUE,0,0,TRUE
"/lights/all/positionx",TRUE,TRUE,0,0,TRUE
"/lights/all/positiony",TRUE,TRUE,0,0,TRUE
"/lights/all/positionz",TRUE,TRUE,0,0,TRUE
"/lights/all/uvx",TRUE,TRUE,0,0,TRUE
"/lights/all/uvy",TRUE,TRUE,0,0,TRUE
"/lights/all/uvz",TRUE,TRUE,0,0,TRUE
"/lights/raw_depth",TRUE,TRUE,0,0,TRUE
"/lights/normals",TRUE,TRUE,0,0,TRUE
"/lights/uv",TRUE,TRUE,0,0,TRUE
"/lights/position",TRUE,TRUE,0,0,TRUE
"/lights/depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/none",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/r",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/g",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/b",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/a",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/amb",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/normalx",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/normaly",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/normalz",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/positionx",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/positiony",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/positionz",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/uvx",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/uvy",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/all/uvz",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/raw_depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/normals",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/uv",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/position",TRUE,TRUE,0,0,TRUE
"/lines FALSE FALSE/depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/none",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/r",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/g",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/b",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/a",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/amb",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/normalx",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/normaly",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/normalz",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/positionx",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/positiony",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/positionz",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/uvx",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/uvy",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/all/uvz",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/raw_depth",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/normals",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/uv",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/position",TRUE,TRUE,0,0,TRUE
"/lines FALSE TRUE/depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/none",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/r",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/g",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/b",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/a",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/amb",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/normalx",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/normaly",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/normalz",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/positionx",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/positiony",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/positionz",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/uvx",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/uvy",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/all/uvz",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/raw_depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/normals",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/uv",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/position",TRUE,TRUE,0,0,TRUE
"/lines TRUE FALSE/depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/none",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/r",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/g",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/b",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/a",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/amb",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/normalx",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/normaly",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/normalz",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/positionx",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/positiony",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/positionz",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/uvx",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/uvy",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/all/uvz",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/raw_depth",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/normals",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/uv",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/position",TRUE,TRUE,0,0,TRUE
"/lines TRUE TRUE/depth",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/none",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/r",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/g",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/b",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/a",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/amb",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/depth",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/normalx",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/normaly",FALSE,TRUE,2.3283064365387e-10,25,TRUE
"/tangent_diffuse/all/normalz",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/positionx",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/positiony",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/positionz",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/uvx",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/uvy",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/all/uvz",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/raw_depth",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/normals",FALSE,TRUE,1.16415321826935e-10,25,TRUE
"/tangent_diffuse/uv",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/position",TRUE,TRUE,0,0,TRUE
"/tangent_diffuse/depth",TRUE,TRUE,0,0,TRUE
"/tangent_phong/none",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/r",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/g",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/b",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/a",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/amb",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/depth",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/normalx",FALSE,TRUE,3.72529029846191e-09,10,TRUE
"/tangent_phong/all/normaly",FALSE,TRUE,2.3283064365387e-10,7,TRUE
"/tangent_phong/all/normalz",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/positionx",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/positiony",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/positionz",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/uvx",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/uvy",TRUE,TRUE,0,0,TRUE
"/tangent_phong/all/uvz",TRUE,TRUE,0,0,TRUE
"/tangent_phong/raw_depth",TRUE,TRUE,0,0,TRUE
"/tangent_phong/normals",FALSE,TRUE,1.86264514923096e-09,17,TRUE
"/tangent_phong/uv",TRUE,TRUE,0,0,TRUE
"/tangent_phong/position",TRUE,TRUE,0,0,TRUE
"/tangent_phong/depth",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/none",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/r",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/g",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/b",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/a",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/amb",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/depth",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/normalx",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/normaly",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/normalz",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/positionx",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/positiony",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/positionz",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/uvx",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/uvy",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/all/uvz",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/raw_depth",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/normals",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/uv",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/position",TRUE,TRUE,0,0,TRUE
"/normal_diffuse/depth",TRUE,TRUE,0,0,TRUE
"/normal_phong/none",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/r",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/g",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/b",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/a",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/amb",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/depth",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/normalx",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/normaly",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/normalz",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/positionx",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/positiony",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/positionz",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/uvx",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/uvy",TRUE,TRUE,0,0,TRUE
"/normal_phong/all/uvz",TRUE,TRUE,0,0,TRUE
"/normal_phong/raw_depth",TRUE,TRUE,0,0,TRUE
"/normal_phong/normals",TRUE,TRUE,0,0,TRUE
"/normal_phong/uv",TRUE,TRUE,0,0,TRUE
"/normal_phong/position",TRUE,TRUE,0,0,TRUE
"/normal_phong/depth",TRUE,TRUE,0,0,TRUE
"/normal_point/none",TRUE,TRUE,0,0,TRUE
"/normal_point/all/r",TRUE,TRUE,0,0,TRUE
"/normal_point/all/g",TRUE,TRUE,0,0,TRUE
"/normal_point/all/b",TRUE,TRUE,0,0,TRUE
"/normal_point/all/a",TRUE,TRUE,0,0,TRUE
"/normal_point/all/amb",TRUE,TRUE,0,0,TRUE
"/normal_point/all/depth",TRUE,TRUE,0,0,TRUE
"/normal_point/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/normal_point/all/normalx",TRUE,TRUE,0,0,TRUE
"/normal_point/all/normaly",TRUE,TRUE,0,0,TRUE
"/normal_point/all/normalz",TRUE,TRUE,0,0,TRUE
"/normal_point/all/positionx",TRUE,TRUE,0,0,TRUE
"/normal_point/all/positiony",TRUE,TRUE,0,0,TRUE
"/normal_point/all/positionz",TRUE,TRUE,0,0,TRUE
"/normal_point/all/uvx",TRUE,TRUE,0,0,TRUE
"/normal_point/all/uvy",TRUE,TRUE,0,0,TRUE
"/normal_point/all/uvz",TRUE,TRUE,0,0,TRUE
"/normal_point/raw_depth",TRUE,TRUE,0,0,TRUE
"/normal_point/normals",TRUE,TRUE,0,0,TRUE
"/normal_point/uv",TRUE,TRUE,0,0,TRUE
"/normal_point/position",TRUE,TRUE,0,0,TRUE
"/normal_point/depth",TRUE,TRUE,0,0,TRUE
"/refraction/none",TRUE,TRUE,0,0,TRUE
"/refraction/all/r",TRUE,TRUE,0,0,TRUE
"/refraction/all/g",TRUE,TRUE,0,0,TRUE
"/refraction/all/b",TRUE,TRUE,0,0,TRUE
"/refraction/all/a",TRUE,TRUE,0,0,TRUE
"/refraction/all/amb",TRUE,TRUE,0,0,TRUE
"/refraction/all/depth",TRUE,TRUE,0,0,TRUE
"/refraction/all/linear_depth",TRUE,TRUE,0,0,TRUE
"/refraction/all/normalx",TRUE,TRUE,0,0,TRUE
"/refraction/all/normaly",TRUE,TRUE,0,0,TRUE
"/refraction/all/normalz",TRUE,TRUE,0,0,TRUE
"/refraction/all/positionx",TRUE,TRUE,0,0,TRUE
"/refraction/all/positiony",TRUE,TRUE,0,0,TRUE
"/refraction/all/positionz",TRUE,TRUE,0,0,TRUE
"/refraction/all/uvx",TRUE,TRUE,0,0,TRUE
"/refraction/all/uvy",TRUE,TRUE,0,0,TRUE
"/refraction/all/uvz",TRUE,TRUE,0,0,TRUE
"/refraction/raw_depth",TRUE,TRUE,0,0,TRUE
"/refraction/normals",TRUE,TRUE,0,0,TRUE
"/refraction/uv",TRUE,TRUE,0,0,TRUE
"/refraction/position",TRUE,TRUE,0,0,TRUE
"/refraction/depth",TRUE,TRUE,0,0,TRUE
