case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
grid1m,800,800,1,1,5,726,625.0,649.8,1.6,446.999999999999,471.3999999999992,2126675968,707183608,418.999999999999,5,
