"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"ssao",800,800,1,1,"process_cold",0,390
"ssao",800,800,1,1,"warm",1,274
"ssao",800,800,1,1,"warm",2,251
"ssao",800,800,1,1,"warm",3,275
