"label","seconds","interval_ms"
"Validating Mesh",2.072,NA
"Pre-processing scene",2.072,0
"Pre-processed  scene",2.072,0
"Removed duplicate materials",2.072,0
"Processed scene bounds",2.072,0
"Processed texture filenames",2.072,0
"Processed materials",2.072,0
"Loaded environment maps",2.075,3.00000000000011
"Initialized buffers",2.076,0.99999999999989
"Initialized shadowmaps",2.076,0
"Initialized alpha buffers",2.076,0
"Initialized shaders",2.076,0
"Initialized 3D models",2.076,0
"Calculated depth buffer(s)",2.076,0
"Executed pixel shaders",2.106,29.9999999999998
"Blurred environment map",2.122,16
"Calculated linear depth",2.122,0
"Rasterized image",2.124,2.00000000000022
"Display/save image",2.275,151
