"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"shared_textures",800,800,1,1,"process_cold",0,269
"shared_textures",800,800,1,1,"warm",1,208
"shared_textures",800,800,1,1,"warm",2,187
"shared_textures",800,800,1,1,"warm",3,202
