"label","seconds","interval_ms"
"Validating Mesh",3.773,NA
"Pre-processing scene",3.774,0.99999999999989
"Pre-processed  scene",3.774,0
"Removed duplicate materials",3.774,0
"Processed scene bounds",3.774,0
"Processed texture filenames",3.774,0
"Processed materials",3.774,0
"Loaded environment maps",3.774,0
"Initialized buffers",3.781,7.00000000000012
"Initialized shadowmaps",3.781,0
"Initialized alpha buffers",3.782,0.99999999999989
"Initialized shaders",3.782,0
"Initialized 3D models",3.782,0
"Calculated depth buffer(s)",3.782,0
"Executed pixel shaders",3.785,3.00000000000011
"Calculated linear depth",3.786,0.99999999999989
"Rasterized image",3.788,1.99999999999978
"Display/save image",4.238,450.000000000001
