"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha16",800,800,1,1,"process_cold",0,412
"alpha16",800,800,1,1,"warm",1,335
"alpha16",800,800,1,1,"warm",2,325
"alpha16",800,800,1,1,"warm",3,327
