"label","seconds","interval_ms"
"Validating Mesh",3.682,NA
"Pre-processing scene",3.692,10.0000000000002
"Pre-processed  scene",3.692,0
"Removed duplicate materials",3.7,8.00000000000001
"Processed scene bounds",3.704,4
"Processed texture filenames",3.706,1.99999999999978
"Processed materials",3.72,14.0000000000002
"Loaded environment maps",3.72,0
"Initialized buffers",3.723,2.99999999999967
"Initialized shadowmaps",3.723,0
"Initialized alpha buffers",3.723,0
"Initialized shaders",3.729,6.00000000000023
"Initialized 3D models",3.737,8.00000000000001
"Calculated depth buffer(s)",3.737,0
"Executed pixel shaders",3.897,160
"Calculated linear depth",3.898,1.00000000000033
"Rasterized image",3.902,4
"Assembled output",3.912,9.99999999999979
"Clamped output",3.916,4
"Display/save image",3.916,0
