"label","seconds","interval_ms"
"Validating Mesh",4.087,NA
"Pre-processing scene",4.087,0
"Pre-processed  scene",4.087,0
"Removed duplicate materials",4.087,0
"Processed scene bounds",4.087,0
"Processed texture filenames",4.088,1.00000000000033
"Processed materials",4.088,0
"Loaded environment maps",4.088,0
"Initialized buffers",4.09,1.99999999999978
"Initialized shadowmaps",4.09,0
"Initialized alpha buffers",4.09,0
"Initialized shaders",4.09,0
"Initialized 3D models",4.09,0
"Calculated depth buffer(s)",4.09,0
"Executed pixel shaders",4.278,188
"Calculated linear depth",4.422,144
"Rasterized image",4.423,1.00000000000033
"Display/save image",4.562,139
