"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha16",800,800,1,1,"process_cold",0,572
"alpha16",800,800,1,1,"warm",1,516
"alpha16",800,800,1,1,"warm",2,518
"alpha16",800,800,1,1,"warm",3,499
