"label","seconds","interval_ms"
"Validating Mesh",1.902,NA
"Pre-processing scene",1.905,3.00000000000011
"Pre-processed  scene",1.906,0.99999999999989
"Removed duplicate materials",1.906,0
"Processed scene bounds",1.906,0
"Processed texture filenames",1.907,1.00000000000011
"Processed materials",1.907,0
"Loaded environment maps",1.907,0
"Initialized buffers",1.91,2.99999999999989
"Initialized shadowmaps",1.91,0
"Initialized alpha buffers",1.91,0
"Initialized shaders",1.912,2
"Initialized 3D models",1.912,0
"Calculated depth buffer(s)",1.913,1.00000000000011
"Executed pixel shaders",1.927,14
"Calculated linear depth",1.927,0
"Rasterized image",1.928,0.99999999999989
"Display/save image",2.088,160
