"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha64",800,800,1,1,"process_cold",0,2400
"alpha64",800,800,1,1,"warm",1,2291
"alpha64",800,800,1,1,"warm",2,2260
"alpha64",800,800,1,1,"warm",3,2244
