"label","seconds","interval_ms"
"Validating Mesh",1.836,NA
"Pre-processing scene",1.837,0.99999999999989
"Pre-processed  scene",1.837,0
"Removed duplicate materials",1.837,0
"Processed scene bounds",1.837,0
"Processed texture filenames",1.837,0
"Processed materials",1.837,0
"Loaded environment maps",1.837,0
"Initialized buffers",1.84,3.00000000000011
"Initialized shadowmaps",1.84,0
"Initialized alpha buffers",1.84,0
"Initialized shaders",1.84,0
"Initialized 3D models",1.84,0
"Calculated depth buffer(s)",1.841,0.99999999999989
"Executed pixel shaders",1.857,16
"Calculated linear depth",1.857,0
"Rasterized image",1.859,2
"Display/save image",2.017,158
