"label","seconds","interval_ms"
"Validating Mesh",1.766,NA
"Pre-processing scene",1.766,0
"Pre-processed  scene",1.766,0
"Removed duplicate materials",1.766,0
"Processed scene bounds",1.766,0
"Processed texture filenames",1.766,0
"Processed materials",1.766,0
"Loaded environment maps",1.766,0
"Initialized buffers",1.769,2.99999999999989
"Initialized shadowmaps",1.769,0
"Initialized alpha buffers",1.769,0
"Initialized shaders",1.769,0
"Initialized 3D models",1.769,0
"Calculated depth buffer(s)",1.769,0
"Executed pixel shaders",1.773,4
"Calculated linear depth",1.773,0
"Rasterized image",1.773,0
"Display/save image",1.933,160
