"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"ssao",4,1920,1080,2,"warm",1,2382
"ssao",4,1920,1080,2,"warm",2,2383
"ssao",4,1920,1080,2,"warm",3,2388
"ssao",4,1920,1080,2,"warm",4,2361
"ssao",4,1920,1080,2,"warm",5,2347
"ssao",4,1920,1080,2,"native",1,388.999999999999
"ssao",4,1920,1080,2,"native",2,391.999999999999
"ssao",4,1920,1080,2,"native",3,390.999999999998
"ssao",4,1920,1080,2,"native",4,388.000000000002
"ssao",4,1920,1080,2,"native",5,393.999999999998
