"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"ssao",4,1920,1080,2,"warm",1,1567
"ssao",4,1920,1080,2,"warm",2,1570
"ssao",4,1920,1080,2,"warm",3,1555
"ssao",4,1920,1080,2,"warm",4,1557
"ssao",4,1920,1080,2,"warm",5,1598
"ssao",4,1920,1080,2,"native",1,390.000000000001
"ssao",4,1920,1080,2,"native",2,392.999999999999
"ssao",4,1920,1080,2,"native",3,397
"ssao",4,1920,1080,2,"native",4,418.999999999999
"ssao",4,1920,1080,2,"native",5,414.999999999999
