"label","seconds","interval_ms"
"Validating Mesh",0.872,NA
"Pre-processing scene",0.873,1
"Pre-processed  scene",0.873,0
"Removed duplicate materials",0.873,0
"Processed scene bounds",0.873,0
"Processed texture filenames",0.873,0
"Processed materials",0.873,0
"Loaded environment maps",0.873,0
"Initialized buffers",0.876,3
"Initialized shadowmaps",0.876,0
"Initialized alpha buffers",0.876,0
"Initialized shaders",0.876,0
"Initialized 3D models",0.876,0
"Calculated depth buffer(s)",0.876,0
"Executed pixel shaders",0.879,3
"Calculated linear depth",0.88,1
"Rasterized image",0.88,0
"Assembled output",0.886,6
"Clamped output",0.889,3
"Display/save image",0.889,0
