"label","seconds","interval_ms"
"Validating Mesh",1.522,NA
"Pre-processing scene",1.522,0
"Pre-processed  scene",1.522,0
"Removed duplicate materials",1.522,0
"Processed scene bounds",1.522,0
"Processed texture filenames",1.522,0
"Processed materials",1.522,0
"Loaded environment maps",1.522,0
"Initialized buffers",1.525,2.99999999999989
"Initialized shadowmaps",1.525,0
"Initialized alpha buffers",1.525,0
"Initialized shaders",1.525,0
"Initialized 3D models",1.525,0
"Calculated depth buffer(s)",1.525,0
"Executed pixel shaders",1.575,50
"Calculated linear depth",1.618,43.0000000000001
"Rasterized image",1.62,2
"Assembled output",1.631,10.9999999999999
"Clamped output",1.635,4
"Display/save image",1.635,0
