"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid100k",800,800,1,4,"process_cold",0,138
"grid100k",800,800,1,4,"warm",1,49
"grid100k",800,800,1,4,"warm",2,48.9999999999999
"grid100k",800,800,1,4,"warm",3,65.9999999999999
