case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,572,516.0,517.8,1.937984496124031,342.0,350.9999999999991,1294106624,483013552,339.0,3,402046976
overdraw,800,800,1,1,3,637,550.0,568.0,1.8181818181818181,377.000000000001,377.9000000000001,842661888,498428128,389.0,3,477478912
shadow,800,800,1,1,3,289,233.0,246.5,4.291845493562231,44.0,49.40000000000027,705314816,486806936,45.9999999999998,3,414679040
shared_textures,800,800,1,1,3,271,204.0,209.4,4.901960784313726,21.0000000000004,21.89999999999986,849821696,486774328,21.9999999999998,3,386924544
small,800,800,1,1,3,253,200.0,204.5,5.0,8.00000000000001,8.00000000000001,844349440,485353360,8.00000000000001,3,380878848
