"label","seconds","interval_ms"
"Validating Mesh",1.807,NA
"Pre-processing scene",1.807,0
"Pre-processed  scene",1.807,0
"Removed duplicate materials",1.807,0
"Processed scene bounds",1.807,0
"Processed texture filenames",1.807,0
"Processed materials",1.807,0
"Loaded environment maps",1.807,0
"Initialized buffers",1.814,7.00000000000012
"Initialized shadowmaps",1.814,0
"Initialized alpha buffers",1.814,0
"Initialized shaders",1.814,0
"Initialized 3D models",1.814,0
"Calculated depth buffer(s)",1.815,0.99999999999989
"Executed pixel shaders",1.824,9.00000000000012
"Calculated linear depth",1.837,12.9999999999999
"Rasterized image",1.839,2
"Display/save image",1.991,152
