"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha4",1920,1080,1,4,"process_cold",0,263
"alpha4",1920,1080,1,4,"warm",1,165
"alpha4",1920,1080,1,4,"warm",2,146
"alpha4",1920,1080,1,4,"warm",3,144
