"label","seconds","interval_ms"
"Validating Mesh",1.792,NA
"Pre-processing scene",1.792,0
"Pre-processed  scene",1.792,0
"Removed duplicate materials",1.792,0
"Processed scene bounds",1.792,0
"Processed texture filenames",1.793,0.99999999999989
"Processed materials",1.793,0
"Loaded environment maps",1.793,0
"Initialized buffers",1.799,6
"Initialized shadowmaps",1.799,0
"Initialized alpha buffers",1.799,0
"Initialized shaders",1.799,0
"Initialized 3D models",1.799,0
"Calculated depth buffer(s)",1.799,0
"Executed pixel shaders",1.807,8.00000000000001
"Calculated linear depth",1.819,12
"Rasterized image",1.819,0
"Display/save image",1.973,154
