"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha64",800,800,1,1,"process_cold",0,2338
"alpha64",800,800,1,1,"warm",1,2259
"alpha64",800,800,1,1,"warm",2,2248
"alpha64",800,800,1,1,"warm",3,2253
