"label","seconds","interval_ms"
"Validating Mesh",1.748,NA
"Pre-processing scene",1.749,1.00000000000011
"Pre-processed  scene",1.749,0
"Removed duplicate materials",1.749,0
"Processed scene bounds",1.749,0
"Processed texture filenames",1.749,0
"Processed materials",1.749,0
"Loaded environment maps",1.749,0
"Initialized buffers",1.751,1.99999999999978
"Initialized shadowmaps",1.751,0
"Initialized alpha buffers",1.751,0
"Initialized shaders",1.751,0
"Initialized 3D models",1.751,0
"Calculated depth buffer(s)",1.752,1.00000000000011
"Executed pixel shaders",1.755,2.99999999999989
"Calculated linear depth",1.756,1.00000000000011
"Rasterized image",1.756,0
"Display/save image",1.911,155
