"label","seconds","interval_ms"
"Validating Mesh",3.99,NA
"Pre-processing scene",3.99,0
"Pre-processed  scene",3.99,0
"Removed duplicate materials",3.99,0
"Processed scene bounds",3.99,0
"Processed texture filenames",3.99,0
"Processed materials",3.99,0
"Loaded environment maps",3.99,0
"Initialized buffers",3.992,1.99999999999978
"Initialized shadowmaps",3.992,0
"Initialized alpha buffers",3.992,0
"Initialized shaders",3.992,0
"Initialized 3D models",3.992,0
"Calculated depth buffer(s)",3.993,0.99999999999989
"Executed pixel shaders",4.175,182
"Calculated linear depth",4.313,138
"Rasterized image",4.315,2.00000000000067
"Display/save image",4.452,137
