"label","seconds","interval_ms"
"Validating Mesh",3.954,NA
"Pre-processing scene",3.965,10.9999999999997
"Pre-processed  scene",3.965,0
"Removed duplicate materials",3.972,7.00000000000012
"Processed scene bounds",3.976,4
"Processed texture filenames",3.978,2.00000000000022
"Processed materials",3.994,16
"Loaded environment maps",3.994,0
"Initialized buffers",3.997,2.99999999999967
"Initialized shadowmaps",3.997,0
"Initialized alpha buffers",3.997,0
"Initialized shaders",4.021,24
"Initialized 3D models",4.027,6.00000000000023
"Calculated depth buffer(s)",4.028,0.999999999999446
"Executed pixel shaders",4.206,178.000000000001
"Calculated linear depth",4.206,0
"Rasterized image",4.214,8.00000000000001
"Assembled output",4.226,11.9999999999996
"Clamped output",4.234,8.00000000000001
"Display/save image",4.234,0
