"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid100k",800,800,1,1,"process_cold",0,134
"grid100k",800,800,1,1,"warm",1,65.9999999999999
"grid100k",800,800,1,1,"warm",2,58
"grid100k",800,800,1,1,"warm",3,61.0000000000001
