"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"shared_textures",800,800,1,1,"process_cold",0,111
"shared_textures",800,800,1,1,"warm",1,40
"shared_textures",800,800,1,1,"warm",2,38
"shared_textures",800,800,1,1,"warm",3,37
