"label","seconds","interval_ms"
"Validating Mesh",0.864,NA
"Pre-processing scene",0.864,0
"Pre-processed  scene",0.864,0
"Removed duplicate materials",0.864,0
"Processed scene bounds",0.864,0
"Processed texture filenames",0.864,0
"Processed materials",0.864,0
"Loaded environment maps",0.864,0
"Initialized buffers",0.867,3
"Initialized shadowmaps",0.867,0
"Initialized alpha buffers",0.867,0
"Initialized shaders",0.867,0
"Initialized 3D models",0.867,0
"Calculated depth buffer(s)",0.867,0
"Executed pixel shaders",0.871,4
"Calculated linear depth",0.871,0
"Rasterized image",0.872,1
"Assembled output",0.883,11
"Clamped output",0.887,4
"Display/save image",0.887,0
