"label","seconds","interval_ms"
"Validating Mesh",0.957,NA
"Pre-processing scene",0.957,0
"Pre-processed  scene",0.957,0
"Removed duplicate materials",0.957,0
"Processed scene bounds",0.957,0
"Processed texture filenames",0.957,0
"Processed materials",0.957,0
"Loaded environment maps",0.957,0
"Initialized buffers",0.96,3
"Initialized shadowmaps",0.96,0
"Initialized alpha buffers",0.96,0
"Initialized shaders",0.96,0
"Initialized 3D models",0.96,0
"Calculated depth buffer(s)",0.961,1
"Executed pixel shaders",0.976,15
"Calculated linear depth",0.976,0
"Rasterized image",0.977,1
"Assembled output",0.99,13
"Clamped output",0.994,4
"Display/save image",0.994,0
