"label","seconds","interval_ms"
"Validating Mesh",3.11,NA
"Pre-processing scene",3.111,1.00000000000033
"Pre-processed  scene",3.111,0
"Removed duplicate materials",3.111,0
"Processed scene bounds",3.111,0
"Processed texture filenames",3.111,0
"Processed materials",3.111,0
"Loaded environment maps",3.111,0
"Initialized buffers",3.113,1.99999999999978
"Initialized shadowmaps",3.113,0
"Initialized alpha buffers",3.114,0.99999999999989
"Initialized shaders",3.114,0
"Initialized 3D models",3.114,0
"Calculated depth buffer(s)",3.114,0
"Executed pixel shaders",3.299,185
"Calculated linear depth",3.444,145
"Rasterized image",3.447,3.00000000000011
"Assembled output",3.457,9.99999999999979
"Clamped output",3.461,4
"Display/save image",3.461,0
