"label","seconds","interval_ms"
"Validating Mesh",0.89,NA
"Pre-processing scene",0.89,0
"Pre-processed  scene",0.89,0
"Removed duplicate materials",0.89,0
"Processed scene bounds",0.89,0
"Processed texture filenames",0.89,0
"Processed materials",0.89,0
"Loaded environment maps",0.89,0
"Initialized buffers",0.893,3
"Initialized shadowmaps",0.893,0
"Initialized alpha buffers",0.893,0
"Initialized shaders",0.893,0
"Initialized 3D models",0.893,0
"Calculated depth buffer(s)",0.893,0
"Executed pixel shaders",0.897,4
"Calculated linear depth",0.897,0
"Rasterized image",0.898,1
"Assembled output",0.909,11
"Clamped output",0.913,4
"Display/save image",0.913,0
