"label","seconds","interval_ms"
"Validating Mesh",2.361,NA
"Pre-processing scene",2.361,0
"Pre-processed  scene",2.361,0
"Removed duplicate materials",2.361,0
"Processed scene bounds",2.361,0
"Processed texture filenames",2.361,0
"Processed materials",2.362,0.99999999999989
"Loaded environment maps",2.362,0
"Initialized buffers",2.368,5.99999999999978
"Initialized shadowmaps",2.368,0
"Initialized alpha buffers",2.368,0
"Initialized shaders",2.368,0
"Initialized 3D models",2.368,0
"Calculated depth buffer(s)",2.368,0
"Executed pixel shaders",2.383,15.0000000000001
"Calculated AO",2.471,88.0000000000001
"Calculated linear depth",2.471,0
"Rasterized image",2.471,0
"Display/save image",2.618,147
