"label","seconds","interval_ms"
"Validating Mesh",4.542,NA
"Pre-processing scene",4.543,1.00000000000033
"Pre-processed  scene",4.543,0
"Removed duplicate materials",4.544,0.999999999999446
"Processed scene bounds",4.545,1.00000000000033
"Processed texture filenames",4.545,0
"Processed materials",4.547,1.99999999999978
"Loaded environment maps",4.547,0
"Initialized buffers",4.55,3.00000000000011
"Initialized shadowmaps",4.55,0
"Initialized alpha buffers",4.55,0
"Initialized shaders",4.553,3.00000000000011
"Initialized 3D models",4.553,0
"Calculated depth buffer(s)",4.554,1.00000000000033
"Executed pixel shaders",4.948,394
"Calculated linear depth",4.948,0
"Rasterized image",4.949,0.999999999999446
"Display/save image",5.112,163
